"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_zeta_trefle","G_pq_zeta_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_zeta_trefle_nrmlz","G_pq_zeta_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz"
"60788","Rabies lyssavirus","Ovis aries",4.14947456251956e+38,309.112932833587,-3.22455377039813e+40,-1281.11382179805,1.59165432859895e+40,585.547715624818,1.63314907422415e+40,894.660648458405,0.00571483077744073,0.0105187674142172,-0.00725478367132837,-0.0267933276660868,0.267078040126305,0.0203340461979585,0.272792870903745,0.0308528136121758
"60803","Rabies lyssavirus","Perimyotis subflavus",0,121.669623739113,0,-51.3216189714876,1.85334350862267e+40,5.85630634447503e-18,1.85334350862267e+40,121.669623739113,0,0.00419583696897219,0,-0.0013867508603127,0.309573023349495,5.56751310859929e-19,0.309573023349495,0.0041958369689722
"60833","Rabies lyssavirus","Procyon lotor",4.75739810847727e+38,130.233215335947,-3.69018516718889e+40,-261.62672414603,1.82145418503783e+40,111.225262418067,1.86902816612261e+40,241.458477754014,0.00635783452970373,0.00448588633224694,-0.0102895662307958,-0.00555623950617878,0.305835073811357,0.0038409283343653,0.312192908341061,0.00832681466661224
"60877","Rabies lyssavirus","Rhinolophus ferrumequinum",0,123.532199337184,0,-51.7464420131291,1.57209614571789e+40,-3.5620059684471e-15,1.57209614571789e+40,123.532199337184,0,0.00426006880689295,0,-0.00139962845315145,0.262594901895794,5.40660462761011e-18,0.262594901895794,0.00426006880689296
"60883","Rabies lyssavirus","Rhinolophus pusillus",0,124.118930341473,0,-116.450616320479,1.19579865681415e+40,28.7428538337408,1.19579865681415e+40,152.861784175214,0,0.00427968366126101,0,-0.00243778998949606,0.199740093396032,0.000991830340957664,0.199740093396032,0.00527151400221867
"60921","Rabies lyssavirus","Spilogale putorius",4.71575331205625e+38,121.669623739113,-3.66108625316763e+40,-51.3216189714585,1.80711133366074e+40,-1.4618399520866e-16,1.8542688667813e+40,121.669623739113,0.00631297969369121,0.00419583696897219,-0.0100939291124291,-0.00138675086031093,0.303414610751173,7.28498869489512e-19,0.309727590444864,0.0041958369689722
"60923","Rabies lyssavirus","Suricata suricatta",5.85489016139501e+38,121.669623739113,-4.40248279807586e+40,-51.3216189713567,2.17215709227195e+40,-1.24121405048437e-16,2.2307059938859e+40,121.669623739113,0.00752619628658607,0.00419583696897219,-0.0151740626021137,-0.0013867508603127,0.365079527109127,9.14019645154103e-19,0.372605723395714,0.00419583696897219
"60924","Rabies lyssavirus","Sus scrofa",7.75090804079302e+38,435.297797157681,-5.42379930632583e+40,-1647.01899515586,2.67340546813131e+40,718.897026317595,2.75091454853924e+40,1154.19482347528,0.00953828960522785,0.0147846375951944,-0.0222104587091678,-0.0341560005328216,0.449960410881379,0.0250183400166866,0.459498700486606,0.0398029776118809
"60958","Rabies lyssavirus","Urocyon cinereoargenteus",0,127.060951162868,0,-158.5898703805,2.39600668932855e+40,54.5444869137662,2.39600668932855e+40,181.605438076634,0,0.00438030858411542,0,-0.00352043945781189,0.400216706363454,0.00188244449616205,0.400216706363454,0.00626275308027747
"60963","Rabies lyssavirus","Ursus maritimus",4.5283580710365e+38,123.50188033345,-3.52240860072063e+40,-51.7427433348057,1.7387022571087e+40,1.18609646796975e-16,1.78398583781907e+40,123.50188033345,0.00611524942707109,0.00425902324109912,-0.00922885232616011,-0.00139950809265299,0.291872623224102,1.23297062901904e-18,0.297987872651173,0.00425902324109912
"60964","Rabies lyssavirus","Ursus thibetanus",0,121.669623739113,0,-51.3216189714731,2.74698876016983e+39,6.1019313806051e-18,2.74698876016983e+39,121.669623739113,0,0.00419583696897219,0,-0.00138675086031226,0.0458842956870328,1.18279711239528e-18,0.0458842956870328,0.0041958369689722
"60974","Rabies lyssavirus","Vulpes lagopus",0,124.065957637127,0,-62.928314928693,1.60478256178445e+40,10.3597727868571,1.60478256178445e+40,134.425730423984,0,0.00427840848756355,0,-0.00169407151650702,0.268054673706635,0.000357329110371693,0.268054673706635,0.00463573759793524
"60977","Rabies lyssavirus","Vulpes vulpes",5.32238664789974e+38,129.064327275263,-4.07021021252971e+40,-84.0444663636008,2.00866340334131e+40,28.9267552875724,2.06188726982031e+40,157.991082562835,0.00696123660168158,0.00445059362606687,-0.0128837493994496,-0.00225612351844973,0.337445870313146,0.000997806760265373,0.344407106914827,0.00544840038633224
"61186","Reston ebolavirus","Homo sapiens",0,2595.33282789901,0,-2525.82642685893,1.71405478337067e+40,-1.9983870721298e-18,1.71405478337067e+40,2595.33282789901,0,0.0895013323081818,0,0.0141221150290818,0.286306946880592,2.01296672860441e-18,0.286306946880592,0.0895013323081818
"61389","Rhinovirus A","Homo sapiens",0,2595.33282789901,0,-2525.82642685888,1.03021585363045e+40,-2.73037068211164e-31,1.03021585363045e+40,2595.33282789901,0,0.0895013323081818,0,0.0141221150290813,0.172081988593671,1.27605172556139e-18,0.172081988593671,0.0895013323081818
"61399","Rhinovirus B","Homo sapiens",0,2595.33282789901,0,-2525.82642685894,9.93216571908924e+39,-1.29515650233836e-17,9.93216571908924e+39,2595.33282789901,0,0.0895013323081818,0,0.0141221150290822,0.165901817755937,8.11340101586577e-19,0.165901817755937,0.0895013323081818
"61417","Rift Valley fever phlebovirus","Acomys cahirinus",0,40.7272073912022,0,-37.1973010146321,1.59578151307937e+39,3.61074577300362e-17,1.59578151307937e+39,40.7272073912022,0,0.00140449782914936,0,-0.000273041688294562,0.0266551184554201,2.1488531723128e-18,0.0266551184554201,0.00140449782914936
"61446","Rift Valley fever phlebovirus","Bos taurus",0,308.454819095629,0,-1582.1256329773,2.04190347117285e+39,655.405484103022,2.04190347117285e+39,963.860303198651,0,0.010293711205418,0,-0.016914449531984,0.0341069115367918,0.0229454866222774,0.0341069115367918,0.0332391978276954
"61553","Rift Valley fever phlebovirus","Hipposideros caffer",0,41.7162737144668,0,-93.1700996702712,1.82310725501217e+39,27.6377893250335,1.82310725501217e+39,69.3540630395003,0,0.00143758829897699,0,-0.00051256160503188,0.0304522514147388,0.000954120762879966,0.0304522514147388,0.00239170906185696
"61557","Rift Valley fever phlebovirus","Hippotragus niger",0,43.4540963294031,0,-141.874135945109,1.82368570396669e+39,53.9263328195053,1.82368570396669e+39,97.3804291489084,0,0.00149594200942089,0,-0.00136829073624023,0.0304619135303083,0.0018622701072984,0.0304619135303083,0.00335821211671929
"61558","Rift Valley fever phlebovirus","Homo sapiens",0,2768.6725456374,0,-4145.30423547655,2.18642182650794e+39,707.341874812688,2.18642182650794e+39,3476.01442045009,0,0.0940159103831486,0,0.000320833842015311,0.0365208722506278,0.0258561609012828,0.0365208722506278,0.119872071284431
"61607","Rift Valley fever phlebovirus","Mastomys huberti",0,41.3192729533765,0,-38.8445207119221,1.20128127784127e+39,0.980936839072593,1.20128127784127e+39,42.3002097924491,0,0.00142490155864853,0,-0.000296647117108861,0.0200655882379213,3.38420339428736e-05,0.0200655882379213,0.0014587435925914
"61705","Rift Valley fever phlebovirus","Rattus rattus",0,42.6766348503859,0,-114.528763976909,1.53442287305726e+39,39.6339533037489,1.53442287305726e+39,82.3105881541348,0,0.0014700644410926,0,-0.000879057752409373,0.0256302151057776,0.00136845677810256,0.0256302151057776,0.00283852121919516
"61790","Rinderpest morbillivirus","Bos taurus",3.78273509250446e+38,250.002540681428,-2.14648888767857e+40,-496.442612303683,1.05441344328628e+40,163.473676424651,1.09224079421133e+40,413.476217106079,0.0057882791976436,0.00860547971189309,-0.00833116403337897,-0.00999201624722712,0.176654038330928,0.0056534515168615,0.182442317528571,0.0142589312287546
"61984","Rinderpest morbillivirus","Sus scrofa",4.31361306812548e+38,185.3427961645,-2.30651436984323e+40,-468.108710985747,1.13178191720776e+40,163.728402406023,1.17491804788902e+40,349.071198570522,0.006594456092193,0.00637590289568707,-0.00950539698905573,-0.00913298542647611,0.189657847153628,0.00566198951126373,0.196252303245821,0.0120378924069508
"62014","Rio Bravo virus","Anoura geoffroyi",0,1.61222042522701,0,-0.00399552274029702,1.68038281287637e+40,-2.24867573596541e-16,1.68038281287637e+40,1.61222042522701,0,5.55982163370902e-05,0,-1.30465548586756e-07,0.280682553097381,7.55772628768391e-19,0.280682553097381,5.55982163370909e-05
"62086","Rio Bravo virus","Desmodus rotundus",3.35250544419249e+38,1.612220425227,-2.71031459155455e+40,-0.00399552274029702,1.33849363523632e+40,-7.13392659496845e-18,1.37201868967824e+40,1.612220425227,0.00474404632352521,5.55982163370899e-05,-0.00778079923065889,-1.30465548586756e-07,0.224430940331462,9.71305359390106e-19,0.229174986654987,5.55982163370909e-05
"62101","Rio Bravo virus","Eptesicus fuscus",1.89063096762147e+38,3.50598536050571,-1.59588321988367e+40,-0.441199337525177,7.88540081817858e+39,1.80988984480782e-16,8.07446391494073e+39,3.50598536050571,0.00285676808175553,0.000120905633930683,-0.00029374454076958,-1.34150724822035e-05,0.132014948599208,8.46143828546802e-19,0.134871716680964,0.000120905633930684
"62360","Rio Mamore hantavirus","Oligoryzomys microtis",0,1.1752011936438,0,-3.7626814446412e-05,4.73496423797358e-08,0,4.73496423797358e-08,1.1752011936438,0,4.05273926452173e-05,0,-1.29757937727959e-09,2.97441853101414e-48,1.0538188673491e-18,2.97441853101414e-48,4.05273926452183e-05
"62521","Rodent protoparvovirus 1","Mesocricetus auratus",0,1.60294271569979,0,-0.186718029042822,3.5732669018796e+39,1.94292893897224e-16,3.5732669018796e+39,1.60294271569979,0,5.52782699492779e-05,0,-1.54244516936686e-06,0.05968602328187,1.95342067985086e-18,0.05968602328187,5.52782699492799e-05
"62749","Rosavirus A","Rattus norvegicus",7.18387482193173e+38,17.9321269619562,-4.75338619463156e+40,-14.2280536670005,2.34099811871789e+40,2.72389486715106e-17,2.41283686693721e+40,17.9321269619562,0.00939004283949985,0.000618398240472994,-0.0205475256982766,-0.000218007243155682,0.393637890337323,1.17412046905518e-18,0.403027933176823,0.000618398240472995
"62798","Ross River virus","Equus caballus",0,102.583414649329,0,-825.372119729334,1.94244415294891e+39,369.122420198457,1.94244415294891e+39,471.705834847786,0,0.00343656587073554,0,-0.00858803638269201,0.032445593939724,0.0128304424384056,0.032445593939724,0.0162670083091412
"62823","Ross River virus","Homo sapiens",0,2731.10270312569,0,-4428.12409043188,1.82889886613022e+39,871.079386864625,1.82889886613022e+39,3602.18208999032,0,0.0922648635734402,0,-0.000772269521864377,0.0305489915255461,0.0319581620073658,0.0305489915255461,0.124223025580806
"62915","Ross River virus","Pseudomys novaehollandiae",0,42.6084956104821,0,-39.9052929811878,5.62803544164728e+38,-4.40726189123265e-16,5.62803544164728e+38,42.6084956104821,0,0.00146937498103956,0,-0.000309302238665321,0.00940078263464316,1.72518048416201e-18,0.00940078263464316,0.00146937498103956
"62921","Ross River virus","Pteropus poliocephalus",0,43.7657826747291,0,-111.191449230304,8.57162539755362e+38,35.8243391622009,8.57162539755362e+38,79.59012183693,0,0.00150779759805466,0,-0.000791990903786122,0.0143176047882888,0.00123690699875127,0.0143176047882888,0.00274470459680593
"62956","Ross River virus","Sus scrofa",0,234.371564230481,0,-1523.86825411583,1.83730021541729e+39,655.974175470468,1.83730021541729e+39,890.345739700949,0,0.00774181160696234,0,-0.0152251262022776,0.0306893233683432,0.0229622002490652,0.0306893233683432,0.0307040118560275
"63040","Rotavirus A","Canis lupus",3.83996217833412e+38,68.9711176517652,-2.88480690855077e+40,-230.539258546545,1.4233134803942e+40,94.1541404354429,1.46171310217754e+40,163.125258087208,0.00543708747410443,0.00237334994434053,-0.00431396667916317,-0.00394513254242845,0.238719995228258,0.00325210501657104,0.244157082702363,0.00562545496091157
"63045","Rotavirus A","Capra hircus",8.8232370721228e+38,89.866345052968,-5.96861396275036e+40,-571.075736887127,2.94049369049959e+40,256.737378795272,3.02872606122082e+40,346.60372384824,0.0106142553910871,0.00305668247610498,-0.0256537969848267,-0.00766370672935235,0.495288659695784,0.00889611784835566,0.505902915086871,0.0119528003244606
"63155","Rotavirus A","Felis catus",1.0730584612663e+39,118.401825167611,-6.78329190543078e+40,-951.471329831998,3.33837032813538e+40,435.836743305114,3.44567617426201e+40,554.238568472725,0.0126081458499885,0.00395267142850063,-0.0314751524690422,-0.0111203908130797,0.562939984211627,0.0151605188959346,0.575548130061616,0.0191131903244352
"63197","Rotavirus A","Homo sapiens",0,2868.39014950424,0,-5472.00350165516,2.82294094365778e+40,1310.96100963337,2.82294094365778e+40,4179.35115913761,0,0.0954768887918916,0,-0.0103829920268703,0.471529621249041,0.0486500967359603,0.471529621249041,0.144126985527852
"63250","Rotavirus A","Macaca nemestrina",0,65.4160102741741,0,-199.522666116231,1.20842527586943e+40,69.7436789686228,1.20842527586943e+40,135.159689242797,0,0.00225077334849016,0,-0.00149559395319754,0.201849179281859,0.00241027518122115,0.201849179281859,0.0046610485297113
"63314","Rotavirus A","Mus musculus",8.15989844400351e+38,140.59102733407,-5.65312292581711e+40,-1107.37702868746,2.78603985018478e+40,502.082929064761,2.86763883462482e+40,642.673956398832,0.00992869023585113,0.00466742238592875,-0.0237103320195189,-0.0121336723482734,0.469067038175534,0.0174955058979283,0.478995728411385,0.0221629282838571
"63372","Rotavirus A","Ovis aries",4.33458189805843e+38,180.562257548799,-3.32360867330505e+40,-1371.24196355997,1.64026208882641e+40,617.14746121318,1.68360790780699e+40,797.709718761979,0.00594850686134824,0.00596116079630883,-0.007609810165917,-0.0162826576620354,0.27527274960301,0.0215482521995493,0.281221256464358,0.0275094129958581
"63502","Rotavirus A","Sciurus vulgaris",2.72065966309198e+38,60.3608379911708,-1.46836047083503e+40,-124.182552441824,7.20628888837424e+39,34.1483275032831,7.47835485468344e+39,94.5091654944539,0.00430131367162716,0.00208003746540223,-0.0100594055930543,-0.000986508019293009,0.120613302063327,0.00117915770839581,0.124914615734954,0.00325919517379804
"63509","Rotavirus A","Speothos venaticus",0,59.0795791428037,0,-54.2389936528198,1.48395523246888e+40,8.40529631327106e-16,1.48395523246888e+40,59.0795791428037,0,0.00203738841841265,0,-0.000559866651399066,0.247872294419989,1.54938250172931e-18,0.247872294419989,0.00203738841841265
"63589","Rotavirus B","Bos taurus",9.25651201125127e+38,305.698518046063,-6.3260378873505e+40,-1705.54538340245,3.11706200687797e+40,727.197619443069,3.20962712699048e+40,1032.89613748913,0.0108086880625855,0.010146141341759,-0.0232998235676831,-0.0197670700779771,0.525311016085197,0.0254737912724674,0.536119704147782,0.0356199326142264
"63631","Rotavirus B","Homo sapiens",1.01029228907627e+39,2699.50358267737,-6.77183263604442e+40,-4690.05165029787,3.33576340329899e+40,1005.05315461597,3.43679263220662e+40,3704.55673729334,0.0115487022722084,0.0908040042517105,-0.0263944251741037,-0.00518062455548662,0.562515566346914,0.036949461521469,0.574064268619123,0.127753465773179
"63683","Rotavirus B","Ovis aries",5.81325907435677e+38,156.844002369906,-4.04093689725785e+40,-1215.74784575308,1.99157775338374e+40,541.848877911241,2.04971034412731e+40,698.692880281147,0.00779877819146624,0.00519561972294404,-0.00838631686441715,-0.0135163853381552,0.334574357317442,0.0188991487734829,0.342373135508909,0.0240947684964269
"63794","Rotavirus C","Homo sapiens",4.79485962283607e+38,2642.72549108181,-2.97907388755626e+40,-3704.29021470359,1.46568554166492e+40,557.337855571115,1.51363413789328e+40,3200.06334665292,0.00698824585304733,0.0900758994891381,-0.0131153823048606,0.00480343154413498,0.24584146117782,0.0202798629461068,0.252829707030867,0.110355762435245
"63867","Rotavirus C","Sus scrofa",4.83332869137684e+38,216.259574121448,-2.99259349241593e+40,-1342.59930651102,1.47225397961924e+40,565.448253729123,1.52058726653301e+40,781.707827850571,0.00704344896113665,0.00718743726379337,-0.0132669340508613,-0.0118395497899284,0.246947673125668,0.019770142633579,0.253991122086805,0.0269575798973724
"64142","Rupicapra rupicapra gammaherpesvirus 1","Rupicapra rupicapra",0,1.1752011936438,0,-3.7626814446412e-05,4.16042214142233e+39,-4.55497006926204e-18,4.16042214142233e+39,1.1752011936438,0,4.05273926452175e-05,0,-1.29758159772564e-09,0.0694935641848417,1.04808425286209e-18,0.0694935641848417,4.05273926452185e-05
"64327","Saboya virus","Gerbilliscus kempi",7.68341812455019e+38,1.17520119364381,-3.87445480685735e+40,-3.76268872059882e-05,1.89900453746472e+40,2.26720226793875e-16,1.97583871871022e+40,1.17520119364381,0.0110675096491174,4.05273926452177e-05,-0.00092962001750152,-1.29758204181485e-09,0.318966487263134,1.05487970214906e-18,0.330033996912251,4.05273926452187e-05
"64487","Saimiriine alphaherpesvirus 1","Homo sapiens",6.63060638731016e+38,2616.56300371439,-4.65062719157055e+40,-2546.02655284404,2.29237210439198e+40,-1.26880531937101e-17,2.35867816826508e+40,2616.56300371439,0.00858504017098888,0.090233465389607,-0.0229286750560647,0.0141053152852493,0.385396500898487,1.59728226715109e-18,0.393981541069476,0.090233465389607
"64507","Saimiriine alphaherpesvirus 1","Saimiri sciureus",0,22.791973015402,0,-20.8433798648184,2.54499717184543e+39,-5.03779145679961e-16,2.54499717184543e+39,22.791973015402,0,0.000785992427977714,0,-1.97461143329747e-05,0.0425103314759826,1.04853805646415e-18,0.0425103314759826,0.000785992427977715
"64570","Saint Louis encephalitis virus","Alces alces",0,36.3513012837588,0,-48.8648939549166,5.56663394678656e+39,7.8751829163568,5.56663394678656e+39,44.2264842001156,0,0.00125346167761053,0,-0.000465992312905339,0.0929822071714769,0.000271710437759919,0.0929822071714769,0.00152517211537045
"64588","Saint Louis encephalitis virus","Ateles paniscus",3.5331301792566e+38,35.018426940423,-2.22393589929132e+40,-31.3667798941897,1.09438581640679e+40,1.44500463076558e-15,1.12971711819935e+40,35.018426940423,0.00533363083840033,0.00120762772034976,-0.0100939128380162,-0.000169127173434092,0.183368540228936,1.40384026014201e-18,0.188702171067336,0.00120762772034976
"64621","Saint Louis encephalitis virus","Carollia perspicillata",0,35.018426940423,0,-31.3667798941897,6.72212210175083e+39,2.97675844034573e-17,6.72212210175083e+39,35.018426940423,0,0.00120762772034976,0,-0.000169127173435424,0.112282890499343,1.07304263837388e-18,0.112282890499343,0.00120762772034976
"64690","Saint Louis encephalitis virus","Equus caballus",4.94572326199454e+38,96.0838077445193,-2.68377804824816e+40,-730.439040425903,1.31727341429867e+40,321.623295004056,1.36673064691862e+40,417.707102748576,0.00743857588862604,0.0032317245364809,-0.0137557699177933,-0.00671065118869851,0.220853123142085,0.0111731108698714,0.228291699030711,0.0144048354063523
"64729","Saint Louis encephalitis virus","Homo sapiens",0,2794.28972491645,0,-3559.8152962587,1.28683860828643e+40,410.376459462219,1.28683860828643e+40,3204.66618437867,0,0.0956064247775886,0,0.00592311529569356,0.214946941393579,0.0149080687862517,0.214946941393579,0.11051449356384
"64788","Saint Louis encephalitis virus","Microtus californicus",2.14042001526426e+38,35.018426940423,-1.64349110612777e+40,-31.3667798940878,8.11097886652194e+39,1.49164913518288e-16,8.32502086804837e+39,35.018426940423,0.0032625514560192,0.00120762772034976,-0.00582915757385649,-0.000169127173434536,0.135794340457377,1.04253949902722e-18,0.139056891913396,0.00120762772034976
"64899","Saint Louis encephalitis virus","Procyon lotor",0,41.2633987980027,0,-214.438531722553,8.78320994236527e+39,88.0925426723676,8.78320994236527e+39,129.35594147037,0,0.00141716651871467,0,-0.00255742332127307,0.146710247934127,0.00304373690728239,0.146710247934127,0.00446090342599706
"64934","Saint Louis encephalitis virus","Sapajus apella",0,36.1214396978848,0,-95.6141489401198,6.28993711389434e+39,31.5927518069493,6.28993711389434e+39,67.7141915048341,0,0.00124448250044389,0,-0.000551643513311717,0.105063893442697,0.00109067478293242,0.105063893442697,0.00233515728337632
"64954","Saint Louis encephalitis virus","Sturnira lilium",1.57647031030668e+38,35.7311845162488,-1.33618756983507e+40,-50.652819989351,6.60253296741601e+39,9.79368936141668,6.76017999844668e+39,45.5248738776654,0.00243176454947421,0.00123203687012506,-0.0104056251845321,-0.000468558691280041,0.110486825596892,0.000337910853501376,0.112918590146367,0.00156994772362643
"65019","Sakobuvirus A","Felis catus",9.89326707779852e+38,51.2876859514507,-6.25254417242377e+40,-40.6824920313375,3.07714213983904e+40,-2.04047907707578e-32,3.17607481061703e+40,51.2876859514507,0.0120048934047158,0.00176868113958795,-0.0273416831513202,-0.00076770099233503,0.518510403372395,3.3977679477678e-18,0.530515296777111,0.00176868113958796
"65414","Salivirus A","Homo sapiens",5.45549545165217e+38,2595.33282789901,-3.67084177446596e+40,-2525.82642685894,1.80830036374977e+40,1.69842940626576e-18,1.86285531826629e+40,2595.33282789901,0.00755719567004481,0.0895013323081818,-0.0154278983632707,0.0141221150290822,0.303604631727486,1.59971656696283e-18,0.311161827397531,0.0895013323081818
"65860","Sapporo virus","Sus scrofa",0,176.977309096654,0,-148.386277750295,2.19646551661762e+39,1.75447375930788e-17,2.19646551661762e+39,176.977309096654,0,0.00610314977030907,0,-0.0028048630413462,0.0366886369147806,6.57187355063414e-19,0.0366886369147806,0.00610314977030907
"65898","Sathuperi orthobunyavirus","Bos taurus",8.56847562109286e+38,241.382327632211,-5.9635555131308e+40,-177.318595610879,2.93923269254411e+40,-4.63745928024706e-17,3.02491744875504e+40,241.382327632211,0.0101801687327873,0.00832418859211284,-0.0223711377250595,-0.00368036153539819,0.495086575201616,1.21171422190726e-18,0.505266743934403,0.00832418859211284
"66058","Scotophilus bat coronavirus 512","Scotophilus kuhlii",4.65438802681912e+38,3.29064840693589,-3.11922318319731e+40,-1.63782033047755,1.53646625575789e+40,-3.66328514797684e-17,1.58301013602608e+40,3.29064840693589,0.00663138478915881,0.000113479632905878,-0.00361302903507976,-2.6060632210001e-05,0.25778653424339,2.59182417010031e-18,0.264417919032549,0.000113479632905881
"66245","Semliki Forest virus","Homo sapiens",9.09779985721429e+38,2616.38734004454,-6.22917135197452e+40,-2545.86053990536,3.0694154907137e+40,-4.596401176881e-19,3.16039348928584e+40,2616.38734004454,0.0106889079700649,0.0902274075413338,-0.023712733341398,0.0141065952678012,0.517207061072051,8.30757418826626e-19,0.527895969042116,0.0902274075413338
"66258","Semliki Forest virus","Lophocebus albigena",4.21883371673253e+38,22.4012222838948,-2.86014435424495e+40,-20.6731447485363,1.40909068717514e+40,-7.97259005989578e-17,1.45127902434247e+40,22.4012222838948,0.00611834746582451,0.000772517196325593,-0.0192606850880992,-1.84650212924353e-05,0.236295880225451,9.1467556922052e-19,0.242414227691275,0.000772517196325594
"66649","Seoul orthohantavirus","Felis catus",0,93.5875842880197,0,-788.528923837934,2.14944381945788e+40,352.094525762659,2.14944381945788e+40,445.682110050679,0,0.00313370727941611,0,-0.00786520132393775,0.359032105280886,0.012235860048004,0.359032105280886,0.0153695673274201
"66667","Seoul orthohantavirus","Homo sapiens",0,2702.53080412156,0,-4186.14944674623,1.76097597602578e+40,769.758017448617,1.76097597602578e+40,3472.28882157018,0,0.0915689255930366,0,0.00215043303516627,0.294144422988949,0.028174666576958,0.294144422988949,0.119743592169995
"66734","Seoul orthohantavirus","Mus musculus",0,113.745205381461,0,-915.371342420825,1.78885892283301e+40,411.13414564012,1.78885892283301e+40,524.879351021581,0,0.00379124769278483,0,-0.00841294450435592,0.298801847855331,0.0143094755410498,0.298801847855331,0.0181007232338346
"66828","Seoul orthohantavirus","Rattus norvegicus",0,57.3574961342709,0,-462.870990647192,1.92867208486575e+40,208.197727664986,1.92867208486575e+40,265.555223799257,0,0.00194308160335017,0,-0.0037272421943042,0.32215552356259,0.00721472123254714,0.32215552356259,0.0091578028358973
"67747","Sheeppox virus","Ovis aries",2.5370714602562e+38,104.292724868463,-2.15007390184245e+40,-85.3421697046142,1.06242491259101e+40,-1.59515277036195e-31,1.08779562719357e+40,104.292724868463,0.00369935481703842,0.00359658604300648,-0.00617661538649372,-0.00165935833134689,0.178000464741472,1.17081617584467e-18,0.18169981955851,0.00359658604300648
"67872","Shuni orthobunyavirus","Bos taurus",0,241.382327632211,0,-177.318595610879,2.43056278535717e+39,-2.6217394482807e-17,2.43056278535717e+39,241.382327632211,0,0.00832418859211284,0,-0.00368036153539908,0.0405988779955299,5.81997046808911e-19,0.0405988779955299,0.00832418859211284
"68093","Sicilian phlebovirus","Homo sapiens",0,2595.33282789901,0,-2525.82642685888,7.06768843404033e+39,-1.15479389530431e-33,7.06768843404033e+39,2595.33282789901,0,0.0895013323081818,0,0.0141221150290809,0.118055053822382,1.82279088272346e-18,0.118055053822382,0.0895013323081818
"68174","Simbu orthobunyavirus","Bos taurus",5.11804324801247e+38,241.382327632211,-3.63822657974189e+40,-177.318595610865,1.79367468410502e+40,-4.52121335110556e-32,1.84485511658515e+40,241.382327632211,0.00701590522420031,0.00832418859211284,-0.013746021461543,-0.00368036153539952,0.301139260521345,7.92460457099234e-19,0.308155165745545,0.00832418859211284
"68316","Simian foamy virus","Alouatta belzebul",0,30.5883977214194,0,-26.2172102715995,2.16509106908955e+40,-2.3606851824374e-16,2.16509106908955e+40,30.5883977214194,0,0.00105485597832007,0,-7.13085677261915e-05,0.361645741853408,6.59973091200629e-19,0.361645741853408,0.00105485597832007
"68379","Simian foamy virus","Cercopithecus mona",0,30.5883977214194,0,-26.217210271614,1.05690748142576e+40,3.05613023680215e-17,1.05690748142576e+40,30.5883977214194,0,0.00105485597832007,0,-7.13085677253034e-05,0.176540421623634,1.61382089240231e-18,0.176540421623634,0.00105485597832007
"68390","Simian foamy virus","Chlorocebus pygerythrus",0,32.3333166262619,0,-30.0916877489799,2.38921264799064e+40,2.20349401118541,2.38921264799064e+40,34.5368106374473,0,0.00111500249663851,0,-0.000109589908261043,0.399081864436983,7.60164480219489e-05,0.399081864436983,0.00119101894466046
"68400","Simian foamy virus","Colobus guereza",0,30.5883977214194,0,-26.2172102717304,3.67388401547873e+36,-3.56506081293503e-17,3.67388401547873e+36,30.5883977214194,0,0.00105485597832006,0,-7.13085677257475e-05,6.13666801008926e-05,2.02390818773479e-18,6.13666801008926e-05,0.00105485597832007
"68449","Simian foamy virus","Homo sapiens",7.99055309875938e+38,2807.28480311792,-5.57913830871039e+40,-3004.33688162091,2.74988749832914e+40,141.109468486982,2.82979302931673e+40,2948.3942716049,0.00973737662565355,0.0965775506295577,-0.022222970272324,0.0126732393196733,0.462936781976459,0.00509927965662652,0.472674158602112,0.101676830286184
"68457","Simian foamy virus","Hylobates pileatus",0,30.5883977214194,0,-26.2172102717304,2.76845874520601e+40,-4.74989913858515e-17,2.76845874520601e+40,30.5883977214194,0,0.00105485597832006,0,-7.13085677248593e-05,0.46242919339259,1.42307415608493e-18,0.46242919339259,0.00105485597832007
"68480","Simian foamy virus","Macaca arctoides",0,30.5883977214194,0,-26.217210271614,1.28803396455496e+40,-1.35287911545805e-16,1.28803396455496e+40,30.5883977214194,0,0.00105485597832007,0,-7.13085677253034e-05,0.215146607592697,1.2142109209263e-18,0.215146607592697,0.00105485597832007
"68485","Simian foamy virus","Macaca mulatta",6.21068473054579e+38,34.5814618248632,-4.62120471582981e+40,-105.376145958973,2.27975252754474e+40,37.9416004923845,2.34185937485019e+40,72.5230623172477,0.00788972789790837,0.00119100325638082,-0.0156667250877263,-0.000628639135786369,0.383282487915719,0.00130999030817773,0.391172215813628,0.00250099356455855
"68546","Simian foamy virus","Pan troglodytes",3.45797831426412e+38,44.2831654191812,-2.48342605395324e+40,-246.45052353917,1.22451526097953e+40,108.352060039654,1.25909504412217e+40,152.635225458836,0.00504870600254145,0.00151574947920098,-0.0013492533529984,-0.000816530464897269,0.20526409228866,0.00374795153396907,0.210312798291201,0.00526370101317005
